dummy@dummy.com,"[-0.088489, 0.707081, -0.048903, -0.100703, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.066859, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.14673]"
dummy@dummy.com,"[-0.070956, 0.522281, 0.381403, 0.307519, 0.570684, 3.7276, 0.507664]"
dummy@dummy.com,"[-0.088489, -0.254082, 0.667051, 0.787987, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[0.004462, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.145464]"
dummy@dummy.com,"[-0.054248, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.145256]"
dummy@dummy.com,"[-0.088489, -0.018695, -0.151808, -0.072852, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.803318, -0.449575, -0.24502, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.803318, 0.220401, 0.529735, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.052049, -0.057926, 0.890376, 1.04624, -0.251745, 0.988198, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.803318, -0.449575, -0.24502, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[0.501884, 0.562299, 0.591121, 0.519405, 0.964675, 3.02898, 1.66401]"
dummy@dummy.com,"[-0.088489, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.14673]"
dummy@dummy.com,"[-0.043913, -0.803318, -0.6729, -0.503272, -0.249814, 0.988198, -0.146108]"
dummy@dummy.com,"[-0.088489, -0.018695, -0.449575, -0.503272, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.803318, -0.449575, -0.24502, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.14673]"
dummy@dummy.com,"[-0.088489, 2.80595, 2.007, 1.04624, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, 1.82517, 0.518168, 0.271484, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, 3.04133, 1.1137, 0.658861, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.803318, 0.220401, 0.529735, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.214851, -0.114587, 0.013232, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.026117, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.144775]"
dummy@dummy.com,"[-0.088489, 0.157845, 0.369284, 0.443651, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[0.612689, -0.018695, -0.449575, -0.503272, 0.715117, 2.83849, 0.564465]"
dummy@dummy.com,"[-0.088489, -0.803318, -0.449575, -0.24502, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.04063, 2.13902, 1.33703, 0.271484, -0.251745, 0.988198, -0.146526]"
dummy@dummy.com,"[-0.088489, -0.018695, -0.449575, -0.374146, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, 0.765927, -0.22625, -0.503272, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.075628, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.14673]"
dummy@dummy.com,"[-0.088489, 1.62901, 3.7936, 3.45659, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.019507, -0.803318, -0.6729, -0.503272, -0.251745, 0.988198, -0.14673]"
dummy@dummy.com,"[-0.088489, 0.072844, 0.304148, 0.336047, -0.251745, -0.685878, -0.14673]"
dummy@dummy.com,"[-0.088489, -0.057926, -0.002925, 0.142358, -0.251745, -0.685878, -0.14673]"
